 
****************************************
Report : cell
Design : CORDIC_top
Version: J-2014.09-SP2
Date   : Tue Jun  6 09:56:53 2017
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
   mo - map_only
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
U185                      AOI221          c35_CORELIB_TYP 91.000000 
U186                      XNR21           c35_CORELIB_TYP 109.199997
U187                      XOR21           c35_CORELIB_TYP 127.400002
U188                      INV3            c35_CORELIB_TYP 36.400002 
U189                      AOI221          c35_CORELIB_TYP 91.000000 
U190                      XOR21           c35_CORELIB_TYP 127.400002
U191                      XNR21           c35_CORELIB_TYP 109.199997
U192                      INV3            c35_CORELIB_TYP 36.400002 
U193                      AOI221          c35_CORELIB_TYP 91.000000 
U194                      XNR21           c35_CORELIB_TYP 109.199997
U195                      XOR21           c35_CORELIB_TYP 127.400002
U196                      INV3            c35_CORELIB_TYP 36.400002 
U197                      AOI221          c35_CORELIB_TYP 91.000000 
U198                      XOR21           c35_CORELIB_TYP 127.400002
U199                      XNR21           c35_CORELIB_TYP 109.199997
U200                      INV3            c35_CORELIB_TYP 36.400002 
U201                      AOI221          c35_CORELIB_TYP 91.000000 
U202                      XOR21           c35_CORELIB_TYP 127.400002
U203                      XNR21           c35_CORELIB_TYP 109.199997
U204                      INV3            c35_CORELIB_TYP 36.400002 
U205                      AOI221          c35_CORELIB_TYP 91.000000 
U206                      XNR21           c35_CORELIB_TYP 109.199997
U207                      XOR21           c35_CORELIB_TYP 127.400002
U208                      INV3            c35_CORELIB_TYP 36.400002 
U209                      AOI221          c35_CORELIB_TYP 91.000000 
U210                      XNR21           c35_CORELIB_TYP 109.199997
U211                      XOR21           c35_CORELIB_TYP 127.400002
U212                      INV3            c35_CORELIB_TYP 36.400002 
U213                      AOI221          c35_CORELIB_TYP 91.000000 
U214                      XNR21           c35_CORELIB_TYP 109.199997
U215                      XOR21           c35_CORELIB_TYP 127.400002
U216                      INV3            c35_CORELIB_TYP 36.400002 
U217                      AOI221          c35_CORELIB_TYP 91.000000 
U218                      XOR21           c35_CORELIB_TYP 127.400002
U219                      XNR21           c35_CORELIB_TYP 109.199997
U220                      INV3            c35_CORELIB_TYP 36.400002 
U221                      AOI221          c35_CORELIB_TYP 91.000000 
U222                      XNR21           c35_CORELIB_TYP 109.199997
U223                      XOR21           c35_CORELIB_TYP 127.400002
U224                      INV3            c35_CORELIB_TYP 36.400002 
U225                      AOI221          c35_CORELIB_TYP 91.000000 
U226                      XOR21           c35_CORELIB_TYP 127.400002
U227                      XNR21           c35_CORELIB_TYP 109.199997
U228                      INV3            c35_CORELIB_TYP 36.400002 
U229                      AOI221          c35_CORELIB_TYP 91.000000 
U230                      XOR21           c35_CORELIB_TYP 127.400002
U231                      XNR21           c35_CORELIB_TYP 109.199997
U232                      INV3            c35_CORELIB_TYP 36.400002 
U233                      AOI221          c35_CORELIB_TYP 91.000000 
U234                      XOR21           c35_CORELIB_TYP 127.400002
U235                      XNR21           c35_CORELIB_TYP 109.199997
U236                      INV3            c35_CORELIB_TYP 36.400002 
U237                      AOI221          c35_CORELIB_TYP 91.000000 
U238                      XOR21           c35_CORELIB_TYP 127.400002
U239                      XNR21           c35_CORELIB_TYP 109.199997
U240                      INV3            c35_CORELIB_TYP 36.400002 
U241                      AOI221          c35_CORELIB_TYP 91.000000 
U242                      XOR21           c35_CORELIB_TYP 127.400002
U243                      XNR21           c35_CORELIB_TYP 109.199997
U244                      INV3            c35_CORELIB_TYP 36.400002 
U245                      AOI221          c35_CORELIB_TYP 91.000000 
U246                      XOR21           c35_CORELIB_TYP 127.400002
U247                      XNR21           c35_CORELIB_TYP 109.199997
U248                      INV3            c35_CORELIB_TYP 36.400002 
U249                      AOI221          c35_CORELIB_TYP 91.000000 
U250                      XOR21           c35_CORELIB_TYP 127.400002
U251                      XNR21           c35_CORELIB_TYP 109.199997
U252                      INV3            c35_CORELIB_TYP 36.400002 
U253                      AOI221          c35_CORELIB_TYP 91.000000 
U254                      XOR21           c35_CORELIB_TYP 127.400002
U255                      XNR21           c35_CORELIB_TYP 109.199997
U256                      INV3            c35_CORELIB_TYP 36.400002 
U257                      AOI221          c35_CORELIB_TYP 91.000000 
U258                      XOR21           c35_CORELIB_TYP 127.400002
U259                      XNR21           c35_CORELIB_TYP 109.199997
U260                      INV3            c35_CORELIB_TYP 36.400002 
U261                      AOI221          c35_CORELIB_TYP 91.000000 
U262                      XOR21           c35_CORELIB_TYP 127.400002
U263                      XNR21           c35_CORELIB_TYP 109.199997
U264                      INV3            c35_CORELIB_TYP 36.400002 
U265                      AOI221          c35_CORELIB_TYP 91.000000 
U266                      XOR21           c35_CORELIB_TYP 127.400002
U267                      XNR21           c35_CORELIB_TYP 109.199997
U268                      INV3            c35_CORELIB_TYP 36.400002 
U269                      AOI221          c35_CORELIB_TYP 91.000000 
U270                      XOR21           c35_CORELIB_TYP 127.400002
U271                      XNR21           c35_CORELIB_TYP 109.199997
U272                      INV3            c35_CORELIB_TYP 36.400002 
U273                      AOI221          c35_CORELIB_TYP 91.000000 
U274                      XOR21           c35_CORELIB_TYP 127.400002
U275                      XNR21           c35_CORELIB_TYP 109.199997
U276                      INV3            c35_CORELIB_TYP 36.400002 
U277                      AOI221          c35_CORELIB_TYP 91.000000 
U278                      XOR21           c35_CORELIB_TYP 127.400002
U279                      XNR21           c35_CORELIB_TYP 109.199997
U280                      INV3            c35_CORELIB_TYP 36.400002 
U281                      AOI221          c35_CORELIB_TYP 91.000000 
U282                      XOR21           c35_CORELIB_TYP 127.400002
U283                      XNR21           c35_CORELIB_TYP 109.199997
U284                      INV3            c35_CORELIB_TYP 36.400002 
U285                      AOI221          c35_CORELIB_TYP 91.000000 
